8,0.008405307,0.038951438,0.007238315,0.009511474,0.0057517667,0.011340524,0.023214258,0.0,0.0005503637,0.019113045,0.0702623,0.015874473,0.0,0.00011847754,0.028383583,0.0019306217,0.0,0.0,0.0,0.0,0.0,0.0,0.00727309,0.04514297,0.019220319,0.023412606,0.015658552,0.045416467,0.01024347,0.008853985,0.011292061,0.0315459,0.0052298834,0.0033156008,0.0,0.0,0.002104548,0.06025823,0.0,0.0,0.01251954,0.0,0.0,0.0,0.0,0.00057963637,0.0,0.0,0.0,0.023001663,0.0,0.0,0.0,0.0,0.0015676034,0.0,0.0,0.0,0.0097673405,0.024363871663808823,,,,,,,,,,,,,,,0.00952458381652832,,,,,,,,,,,,,,,0.004225865937769413,,,,,,,,,,,,0.029117250815033913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004464230965822935,,,,,,,,,,,,,,,,,,,,,0.027419766411185265,,,,,,,,,,,,,,,,,,,,,,,,,0.024134833365678787,,,,0.010321053676307201,0.026872927322983742,0.016799818724393845,0.005822704639285803,0.1621326059103012,0.006249995902180672,0.004756463225930929,0.020804764702916145,0.007327450904995203,0.016568390652537346,0.005941214505583048,0.0033642619382590055,0.012738535180687904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.008243645,0.011964567,0.012060581,0.006173019,0.014847835,0.006272956,0.008646803,0.0,0.0,0.011772873,0.012822184,0.006320423,0.014158416,0.004353034,0.07044034,0.042161904,0.006911247,0.0,0.0,0.007893654,0.0,0.001375668,0.011173947,0.00923484,0.014070028,0.009021284,0.008944724,0.009639003,0.010937878,0.022339772,0.0077704466,0.0024252925,0.009851653,0.0068676746,0.030430894,0.0,0.010984704,0.0017303819,0.010732185,0.0,0.0011587458,0.0,0.0,0.0,0.0,0.011078961,0.018504921,0.0,0.19976667,0.0022554158,0.005459065,0.0,0.045805417,0.0,0.0073195994,0.0,0.0,0.0,0.022878172,,,,,,0.026007330045104027,,,0.005244696047157049,,,,,,,0.01191936619579792,,,,,,,,,0.011523997411131859,,,,,,,0.016701623797416687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008702065795660019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01131488848477602,,,,,,,,,,,0.012860864400863647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006077216938138008,,0.010040247812867165,,0.00846600066870451,,0.01579054445028305,0.01788748987019062,0.006178024224936962,0.036304812878370285,0.015357044525444508,0.01912873238325119,0.007406548596918583,0.005460022483021021,0.010827670805156231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.009406051,0.013026677,0.025167566,0.0051378575,0.0089410385,0.027409717,0.04703435,0.0,0.0,0.0059971446,0.0015724788,0.0061660577,0.027195612,0.004703164,0.04240538,0.00015714229,0.012698066,0.008273577,0.0,0.00012416203,0.0,0.0040546954,0.002348312,0.010520707,0.028143402,0.0052022245,0.007917985,0.009499019,0.010875026,0.0107260635,0.005858855,0.0028647154,0.0042722127,0.005079001,0.010778211,0.0,0.02047187,0.00893428,0.0014859459,0.0,0.000121003926,0.0,0.0,0.0,0.0,0.004371531,0.016279733,0.0,0.21436372,0.048053615,0.012203197,0.015135164,0.0019811331,0.0,0.0013949578,0.0,0.0,0.060600363,0.031808954,0.007351565174758434,,,,,,,,,,,,,,,,,,,,,,,,,,0.007006132043898106,,,,,0.008257763460278511,,,,0.02545194700360298,,,,,0.003592532826587558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005523537285625935,0.007967408746480942,,,,,,,,,,,,,,,,,,0.012316420674324036,,,,,,,,,0.0068555958569049835,0.0048117428086698055,0.015609517693519592,0.0043706162832677364,0.021066593006253242,0.007541911210864782,0.016679519787430763,0.0055212294682860374,0.005534936673939228,0.011947816237807274,0.013512954115867615,0.008318321779370308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.006238217,0.017031405,0.015860446,0.0081643695,0.010181487,0.009913346,0.02288246,0.0,0.029077819,0.0042597307,0.007113745,0.010951759,0.009905871,0.06358269,0.0074932463,0.021704879,0.021750696,0.0,0.0,0.013387529,0.0,0.011837668,0.009232106,0.03834631,0.009552293,0.008289203,0.037061468,0.007872967,0.0030741962,0.006005644,0.019251775,0.015191366,0.007895239,0.005583572,0.01634201,0.0,0.033641063,0.07172324,0.003019356,0.0,0.0057526412,0.0,0.0,0.0,0.0,0.0058533093,0.021509591,0.0,0.058172803,0.010816058,0.008539251,0.0011895506,0.0,0.0,0.0017451498,0.0,0.0,0.02460007,0.018409114,0.01284633856266737,,,,,,,0.03273163363337517,0.009968869388103485,,,,,,,0.010160219855606556,,,,,,,,,,,,,,,,,,0.012409632094204426,,,,0.015678182244300842,,,0.01483839750289917,,0.008386594243347645,,,,,,,,,,,0.005988835357129574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007414775900542736,,,,,,,,,,,,,0.024984709918498993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01289899367839098,0.019394058734178543,0.012889236211776733,0.023427914828062057,0.008862167596817017,0.0069208815693855286,0.01361470203846693,0.006577144376933575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0061371406,0.015575014,0.009905401,0.012239231,0.0052905967,0.020876229,0.015691139,0.0,0.0,0.010936946,0.0037928552,0.058867134,0.11927603,0.008883432,0.0085907,0.047971983,0.041139025,0.028137943,0.0,0.0023395799,0.0,0.026114976,0.057245858,0.006130067,0.019359494,0.043286826,0.006890179,0.005504554,0.006129167,0.03929795,0.014597143,0.017363338,0.012593569,0.0083886525,0.004073431,0.0,0.0019691233,0.003467078,0.0017250434,0.0,0.0019370836,0.0,0.0,0.0,0.0,0.014681913,0.0011198425,0.0,0.041574065,0.011128174,0.009692211,0.0028913128,0.0,0.005933434,0.0019683444,0.0,0.0,0.0,0.055396747,,,,,,,0.004377993755042553,,,0.005629075691103935,,,,,,0.010641559958457947,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02758544683456421,,,,,,,,,0.006966288201510906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061642881482839584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00848030112683773,0.003460734384134412,,,,,,,,,,,,,,,,0.004173899069428444,,,,,,,,,,0.006832089275121689,,,,,0.006065015215426683,0.009512989781796932,0.004379574675112963,0.006159788928925991,0.0030401258263736963,0.012033570557832718,0.003182491287589073,0.0038003437221050262,0.011084619909524918,0.020319845527410507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.010366621,0.007884746,0.0,0.085619904,0.0,0.009424664,0.0,0.0,0.0,0.0047219275,0.07546515,0.00012179323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053780964,0.0,0.0,0.00037566613,0.00095606374,0.0,0.0,0.001174731,0.0,0.061495554,0.0,0.0035083643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003553177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0024657349567860365,,,,,,,,,,,,,,,,,,0.0009273584000766277,,,,,,,,,,,,,,,,,,,,,,,,,0.13117437064647675,,,,,,,,0.0005881962715648115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0024945244658738375,,,,0.0019460053881630301,,,,,,,,0.007637438364326954,,,,,,,,,,,,0.001665970659814775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010045967064797878,0.0,0.19619953632354736,0.0,0.009777289815247059,0.0,0.04561910778284073,0.2639884352684021,0.0011887762229889631,0.0004671660717576742,0.06280902773141861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.011767458,0.019666426,0.10500206,0.014785662,0.01848234,0.012837675,0.019199217,0.0,0.0,0.01731602,0.014288316,0.0123237865,0.002671235,8.578597e-05,0.0,0.0,0.0,0.0,0.0,0.0030144074,0.0,0.10823126,0.0047866874,0.0109946,0.00215265,0.014173947,0.0044712126,0.0030018298,0.011305215,0.0060061603,0.0033567715,0.016119713,0.0019898743,0.0042900755,0.024156043,0.0,0.0011797841,0.004535295,0.00033347768,0.0,0.020686582,0.0,0.0,0.0,0.0,0.0,0.0012079405,0.0,0.15634678,0.00219424,3.5521254e-05,0.0,0.0,0.0,0.037270702,0.0,0.0,0.0,0.010260111,,,,,,,0.007060396485030651,,0.01094629243016243,,,,,0.012010304257273674,,,,,,,,,,,,,,,,,,,,,,0.00422572810202837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08889719843864441,,,,,,,,,,,,,,,,,,,,,,,0.00965823046863079,,,,,,,0.03297628462314606,,,,,0.009966154582798481,,,,,,,,,,,,,,0.006878465414047241,0.017298609018325806,0.018633132800459862,0.004223387222737074,0.014043116942048073,0.013991298153996468,0.00370078650303185,0.003818115219473839,0.006369375623762608,0.007326545659452677,0.009354089386761189,0.01809561252593994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03348725,0.03683972,0.015439672,0.0027943484,0.013230394,0.00031066276,0.022911858,0.0,0.0,0.014464326,0.0,0.02712079,1.609702e-05,0.11217219,0.0,0.0,0.00681033,0.0,0.0,0.0,0.0,0.0,0.0,0.009378056,0.006423214,0.0,0.000382811,0.0028699522,0.007326537,0.008496007,7.516118e-05,0.0009779744,0.0,7.39769e-05,0.07458378,0.0,0.0,0.0006524284,0.0002704685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048740797,0.0,0.0,0.0,0.014387292,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04015209525823593,,,,0.25445500016212463,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026682440657168627,0.017860621213912964,,0.0008308474789373577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075381360948085785,,,,,,,,,,,,,,,,,,,,,,0.011051864363253117,,,,,,,,,,,,,,,,,,0.009926954284310341,,0.005371579900383949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030675891786813736,,,,0.0019239966059103608,0.0055550867691636086,0.03944917768239975,0.031079266220331192,0.000351854192558676,0.004397939424961805,0.0,0.013366284780204296,0.008128921501338482,0.054980166256427765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.011479879,0.040015638,0.0092525175,0.034375057,0.004804789,0.08137295,0.0050162086,0.0,0.0,0.036233954,0.0037155505,0.092111215,0.01709193,0.1355141,0.018496083,0.0,0.0,0.0,0.0,0.0,0.0,0.052074492,0.0012888744,0.0064153867,0.0053859646,0.0068024234,0.0037836228,0.05403174,0.014571955,0.02746427,0.0038474493,0.008612594,0.0008516397,0.04008912,0.008327128,0.0,1.2853459e-05,0.038567282,0.0,0.0,0.0097589735,0.0,0.0,0.0,0.0,0.009873325,5.834882e-05,0.0,0.0,0.0054105036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07533191,0.004203238990157843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030725286342203617,,,,0.005116079933941364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00461116386577487,0.0034573692828416824,0.006659215781837702,0.019045677036046982,0.006755850277841091,0.00402736384421587,0.012575490400195122,0.010315890423953533,0.009172257035970688,0.006809830665588379,0.005841556005179882,0.0075270989909768105,0.002052586991339922,0.0069505199790000916,0.011332635767757893,0.0025942570064216852,0.005839685443788767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0064066,0.02336506,0.023941997,0.009360501,0.00874917,0.0081634605,0.0024941561,0.0,0.0,0.0032032083,0.043071322,0.0138626825,4.9740374e-05,0.025112301,0.026364457,0.01007479,0.0026140702,0.0,0.0,0.0381029,0.0,0.0013809052,0.06117958,0.0024431103,0.0055482243,0.0034262973,0.010148321,0.0065053552,0.0033406324,0.016151521,0.0042528184,0.0114758825,0.0012193553,0.008852952,0.09953978,0.0,0.09487872,0.0016209281,0.0006632131,0.0,0.022651587,0.0,0.0,0.0,0.0,0.0014741577,0.0023964942,0.0,0.07238914,0.0056876885,0.011160847,0.0,0.0072689923,0.0,0.039321344,0.0,0.0,0.078213476,0.017450005,,0.007614186964929104,,,0.010302482172846794,,0.004034877754747868,,,,,,,,,0.016228429973125458,,,,,,,0.007378824055194855,,0.004192442633211613,,,,,,,,0.009607888758182526,,,,,,,,,,,,,,,0.004956892225891352,,,,,,,,,,,,0.015636654570698738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007103985641151667,,,,,,,,,,,,,0.01813661679625511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005108349956572056,,,,,,,,,0.0033598754089325666,,0.006468395236879587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008123047649860382,,,,,,,,,,,,,,,,,,,,,,,,,0.003409966826438904,0.007998036220669746,0.006493968423455954,0.014342074282467365,0.003925235942006111,,,,,,,,,,,,,,,,,,,,,,,
18,0.01273294,0.008248998,0.0029174574,0.012445215,0.051402796,0.004451488,0.007337378,0.0,0.0,0.001259972,0.006340827,0.0038053945,3.98357e-05,0.055413418,0.0031980916,0.010072378,8.421134e-05,0.0,0.0,0.0022853452,0.0,4.3621676e-05,0.0,0.0064801336,0.0026640259,0.010444187,0.030438,0.0,0.00048195999,0.23334494,0.041190777,0.11708025,0.0005138074,0.01188955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010594948,0.0007379375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008784076,0.012044196017086506,,,,,,,,,,,,,,,0.005531022325158119,,,,,,,,,,,,,,,,,,,0.034952856600284576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029020190238952637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07078836858272552,,,,,,,,,,,,,,,0.018826870247721672,,,,,,,,,,,0.0023588405456393957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011543197557330132,0.0018046250334009528,0.022694624960422516,0.011008786037564278,0.011256657540798187,0.025689924135804176,0.0014341004425659776,0.01125885359942913,0.01721963658928871,0.004965764004737139,0.0374886654317379,0.004931245930492878,0.008457642048597336,,,,,,,,,,
19,0.025552753,0.046397716,0.05614301,0.005877002,0.014459048,0.054995697,0.0008279289,0.0,0.0,0.0059338487,0.0057219737,0.001127132,0.0,0.0010426816,0.00044322456,0.0,0.017649729,0.0,0.0,0.0,0.0,0.00096562057,0.0073463023,0.013532108,0.0014818644,0.009179583,0.008565088,0.004352281,0.010523657,0.00944396,0.0032378726,0.021757374,0.003878928,0.010265177,0.0004782357,0.0,0.010895062,5.2823354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005999438,0.0,0.0,0.0,0.00024381778,0.2204433,0.007318867,0.0,0.0,0.0,0.0,0.0,0.0,0.015100171,,,0.02084425836801529,,,,,,,,,,,,0.006543773226439953,0.006793225649744272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03663494437932968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03865185007452965,,,,,,,,,,0.0754159539937973,,,,0.0071828714571893215,,,,,,,,,,,,,,,,,,,,,,,,,,0.017766328528523445,,,,,,,,,,,,,,,0.020542379468679428,,,,,,,,,0.023566488176584244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06123720854520798,0.005740040447562933,0.013911822810769081,0.005246081855148077,0.00908646360039711,0.012602696195244789,0.005220484919846058,0.006441482342779636,0.010902000591158867,0.019835835322737694
